title,overview,rating,genre,Tokenized_Overview
sing 2,buster and his new cast now have their sights set on debuting a new show at the crystal tower theater in glamorous redshore city  but with no connections  he and his singers must sneak into the crystal entertainment offices  run by the ruthless wolf mogul jimmy crystal  where the gang pitches the ridiculous idea of casting the lion rock legend clay calloway in their show  buster must embark on a quest to find the now isolated clay and persuade him to return to the stage ,80.0,  animation    adventure    comedy    family  ,"['buster', 'new', 'cast', 'sight', 'set', 'debut', 'new', 'show', 'crystal', 'tower', 'theater', 'glamor', 'redshor', 'citi', 'connect', 'singer', 'must', 'sneak', 'crystal', 'entertain', 'offic', 'run', 'ruthless', 'wolf', 'mogul', 'jimmi', 'crystal', 'gang', 'pitch', 'ridicul', 'idea', 'cast', 'lion', 'rock', 'legend', 'clay', 'calloway', 'show', 'buster', 'must', 'embark', 'quest', 'find', 'isol', 'clay', 'persuad', 'return', 'stage']"
encanto,the tale of an extraordinary family  the madrigals  who live hidden in the mountains of colombia  in a magical house  in a vibrant town  in a wondrous  charmed place called an encanto  the magic of the encanto has blessed every child in the family every child except one  mirabel  but when she discovers that the magic surrounding the encanto is in danger  mirabel decides that she  the only ordinary madrigal  might just be her exceptional family s last hope ,77.0,  animation    comedy    family    fantasy  ,"['tale', 'extraordinari', 'famili', 'madrig', 'live', 'hidden', 'mountain', 'colombia', 'magic', 'hous', 'vibrant', 'town', 'wondrou', 'charm', 'place', 'call', 'encanto', 'magic', 'encanto', 'bless', 'everi', 'child', 'famili', 'everi', 'child', 'except', 'one', 'mirabel', 'discov', 'magic', 'surround', 'encanto', 'danger', 'mirabel', 'decid', 'ordinari', 'madrig', 'might', 'except', 'famili', 'last', 'hope']"
beast,a recently widowed man and his two teenage daughters travel to a game reserve in south africa  however  their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them ,69.0,  thriller    action    adventure    horror  ,"['recent', 'widow', 'man', 'two', 'teenag', 'daughter', 'travel', 'game', 'reserv', 'south', 'africa', 'howev', 'journey', 'heal', 'soon', 'turn', 'fight', 'surviv', 'bloodthirsti', 'lion', 'start', 'stalk']"
the lair,royal air force pilot lt  kate sinclair is on her final flight mission when her jet is shot down over one of the most dangerous rebel strongholds in afghanistan  she finds refuge in an abandoned underground bunker where deadly man made creatures known as ravagers   half human  half alien  and hungry for human flesh   are awakened ,57.0,  action    horror  ,"['royal', 'air', 'forc', 'pilot', 'lt', 'kate', 'sinclair', 'final', 'flight', 'mission', 'jet', 'shot', 'one', 'danger', 'rebel', 'stronghold', 'afghanistan', 'find', 'refug', 'abandon', 'underground', 'bunker', 'deadli', 'man', 'made', 'creatur', 'known', 'ravag', 'half', 'human', 'half', 'alien', 'hungri', 'human', 'flesh', 'awaken']"
minions: the rise of gru,a fanboy of a supervillain supergroup known as the vicious    gru hatches a plan to become evil enough to join them  with the backup of his followers  the minions ,75.0,  animation    comedy    family  ,"['fanboy', 'supervillain', 'supergroup', 'known', 'viciou', 'gru', 'hatch', 'plan', 'becom', 'evil', 'enough', 'join', 'backup', 'follow', 'minion']"
the menu,a young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu  with some shocking surprises ,73.0,  comedy    horror    thriller  ,"['young', 'coupl', 'travel', 'remot', 'island', 'eat', 'exclus', 'restaur', 'chef', 'prepar', 'lavish', 'menu', 'shock', 'surpris']"
doctor strange in the multiverse of madness,doctor strange  with the help of mystical allies both old and new  traverses the mind bending and dangerous alternate realities of the multiverse to confront a mysterious new adversary ,74.0,  fantasy    action    adventure  ,"['doctor', 'strang', 'help', 'mystic', 'alli', 'old', 'new', 'travers', 'mind', 'bend', 'danger', 'altern', 'realiti', 'multivers', 'confront', 'mysteri', 'new', 'adversari']"
shark bait,a group of friends enjoying a weekend steal a couple of jetskis racing them out to sea  ending up in a horrific head on collision  they struggle to find a way home with a badly injured friend while from the waters below predators lurk ,59.0,  horror    thriller    action    adventure  ,"['group', 'friend', 'enjoy', 'weekend', 'steal', 'coupl', 'jetski', 'race', 'sea', 'end', 'horrif', 'head', 'collis', 'struggl', 'find', 'way', 'home', 'badli', 'injur', 'friend', 'water', 'predat', 'lurk']"
all my friends hate me,genuine but increasingly insecure pete is cautiously excited about reuniting with his college crew for a birthday weekend of memories  partying and earnest reconnection at a picturesque english manor  best laid plans  dear audience ,62.0,  comedy    thriller    horror  ,"['genuin', 'increasingli', 'insecur', 'pete', 'cautious', 'excit', 'reunit', 'colleg', 'crew', 'birthday', 'weekend', 'memori', 'parti', 'earnest', 'reconnect', 'picturesqu', 'english', 'manor', 'best', 'laid', 'plan', 'dear', 'audienc']"
dog gone,when his beloved dog goes missing  a young man embarks on an incredible search with his parents to find him and give him life saving medication ,65.0,  family    adventure    drama  ,"['belov', 'dog', 'goe', 'miss', 'young', 'man', 'embark', 'incred', 'search', 'parent', 'find', 'give', 'life', 'save', 'medic']"
paradise city,renegade bounty hunter ryan swan must carve his way through the hawaiian crime world to wreak vengeance on the kingpin who murdered his father ,55.0,  action    crime    thriller  ,"['renegad', 'bounti', 'hunter', 'ryan', 'swan', 'must', 'carv', 'way', 'hawaiian', 'crime', 'world', 'wreak', 'vengeanc', 'kingpin', 'murder', 'father']"
the banshees of inisherin,two lifelong friends find themselves at an impasse when one abruptly ends their relationship  with alarming consequences for both of them ,75.0,  drama    comedy  ,"['two', 'lifelong', 'friend', 'find', 'impass', 'one', 'abruptli', 'end', 'relationship', 'alarm', 'consequ']"
turning red,thirteen year old mei is experiencing the awkwardness of being a teenager with a twist   when she gets too excited  she transforms into a giant red panda ,75.0,  animation    family    comedy    fantasy  ,"['thirteen', 'year', 'old', 'mei', 'experienc', 'awkward', 'teenag', 'twist', 'get', 'excit', 'transform', 'giant', 'red', 'panda']"
lost bullet 2,having cleared his name  genius mechanic lino has only one goal in mind  getting revenge on the corrupt cops who killed his brother and his mentor ,66.0,  action    drama    thriller  ,"['clear', 'name', 'geniu', 'mechan', 'lino', 'one', 'goal', 'mind', 'get', 'reveng', 'corrupt', 'cop', 'kill', 'brother', 'mentor']"
fullmetal alchemist: the final alchemy,the elric brothers  long and winding journey comes to a close in this epic finale  where they must face off against an unworldly  nationwide threat ,64.0,  action    adventure    fantasy  ,"['elric', 'brother', 'long', 'wind', 'journey', 'come', 'close', 'epic', 'final', 'must', 'face', 'unworldli', 'nationwid', 'threat']"
mexzombies,a group of teenagers must face a zombie apocalypse  and help reestablish order ,71.0,  horror    action    comedy  ,"['group', 'teenag', 'must', 'face', 'zombi', 'apocalyps', 'help', 'reestablish', 'order']"
blowback,when a master thief is sabotaged during a bank heist and left for dead  he seeks revenge on his former crew one target at a time  now  with the cops and the mob closing in  he s in the race of his life to reclaim an untold fortune in cryptocurrency from those who double crossed him ,62.0,  action    thriller    crime  ,"['master', 'thief', 'sabotag', 'bank', 'heist', 'left', 'dead', 'seek', 'reveng', 'former', 'crew', 'one', 'target', 'time', 'cop', 'mob', 'close', 'race', 'life', 'reclaim', 'untold', 'fortun', 'cryptocurr', 'doubl', 'cross']"
luck,suddenly finding herself in the never before seen land of luck  the unluckiest person in the world must unite with the magical creatures there to turn her luck around ,79.0,  animation    adventure    comedy    fantasy  ,"['suddenli', 'find', 'never', 'seen', 'land', 'luck', 'unluckiest', 'person', 'world', 'must', 'unit', 'magic', 'creatur', 'turn', 'luck', 'around']"
emancipation,inspired by the gripping true story of a man who would do anything for his family and for freedom  when peter  an enslaved man  risks his life to escape and return to his family  he embarks on a perilous journey of love and endurance ,81.0,  action    drama    thriller  ,"['inspir', 'grip', 'true', 'stori', 'man', 'would', 'anyth', 'famili', 'freedom', 'peter', 'enslav', 'man', 'risk', 'life', 'escap', 'return', 'famili', 'embark', 'peril', 'journey', 'love', 'endur']"
enola holmes 2,now a detective for hire like her infamous brother  enola holmes takes on her first official case to find a missing girl  as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends   and sherlock himself   to unravel ,77.0,  mystery    adventure    comedy    crime  ,"['detect', 'hire', 'like', 'infam', 'brother', 'enola', 'holm', 'take', 'first', 'offici', 'case', 'find', 'miss', 'girl', 'spark', 'danger', 'conspiraci', 'ignit', 'mysteri', 'requir', 'help', 'friend', 'sherlock', 'unravel']"
shrek,it ain t easy bein  green    especially if you re a likable  albeit smelly  ogre named shrek  on a mission to retrieve a gorgeous princess from the clutches of a fire breathing dragon  shrek teams up with an unlikely compatriot    a wisecracking donkey ,77.0,  animation    comedy    fantasy    adventure    family  ,"['easi', 'bein', 'green', 'especi', 'likabl', 'albeit', 'smelli', 'ogr', 'name', 'shrek', 'mission', 'retriev', 'gorgeou', 'princess', 'clutch', 'fire', 'breath', 'dragon', 'shrek', 'team', 'unlik', 'compatriot', 'wisecrack', 'donkey']"
the guardians of the galaxy holiday special,on a mission to make christmas unforgettable for quill  the guardians head to earth in search of the perfect present ,74.0,  comedy    science fiction    adventure  ,"['mission', 'make', 'christma', 'unforgett', 'quill', 'guardian', 'head', 'earth', 'search', 'perfect', 'present']"
corrective measures,set in san tiburon  the world s most dangerous maximum security penitentiary and home to the world s most treacherous superpowered criminals  where tensions among the inmates and staff heighten  leading to anarchy that engulfs the prison and order is turned upside down ,53.0,  science fiction    action  ,"['set', 'san', 'tiburon', 'world', 'danger', 'maximum', 'secur', 'penitentiari', 'home', 'world', 'treacher', 'superpow', 'crimin', 'tension', 'among', 'inmat', 'staff', 'heighten', 'lead', 'anarchi', 'engulf', 'prison', 'order', 'turn', 'upsid']"
athena,hours after the tragic death of their youngest brother in unexplained circumstances  three siblings have their lives thrown into chaos ,67.0,  drama    action    thriller  ,"['hour', 'tragic', 'death', 'youngest', 'brother', 'unexplain', 'circumst', 'three', 'sibl', 'live', 'thrown', 'chao']"
pinocchio,a wooden puppet embarks on a thrilling adventure to become a real boy ,66.0,  fantasy    adventure    family  ,"['wooden', 'puppet', 'embark', 'thrill', 'adventur', 'becom', 'real', 'boy']"
blue's big city adventure,when josh gets the opportunity of a lifetime to audition for rainbow puppy s broadway musical  josh and blue skidoo to nyc for the very first time where they meet new friends and discover the magic of music  dance  and following one s dreams ,76.0,  family    adventure    music    animation  ,"['josh', 'get', 'opportun', 'lifetim', 'audit', 'rainbow', 'puppi', 'broadway', 'music', 'josh', 'blue', 'skidoo', 'nyc', 'first', 'time', 'meet', 'new', 'friend', 'discov', 'magic', 'music', 'danc', 'follow', 'one', 'dream']"
diary of a wimpy kid: rodrick rules,a new school year  his brother rodrick teases him over and over and over and over again  will greg manage to get along with him  or will a secret ruin everything ,68.0,  animation    comedy    family  ,"['new', 'school', 'year', 'brother', 'rodrick', 'teas', 'greg', 'manag', 'get', 'along', 'secret', 'ruin', 'everyth']"
slumberland,a young girl discovers a secret map to the dreamworld of slumberland  and with the help of an eccentric outlaw  she traverses dreams and flees nightmares  with the hope that she will be able to see her late father again ,76.0,  family    fantasy    adventure    drama  ,"['young', 'girl', 'discov', 'secret', 'map', 'dreamworld', 'slumberland', 'help', 'eccentr', 'outlaw', 'travers', 'dream', 'flee', 'nightmar', 'hope', 'abl', 'see', 'late', 'father']"
tom and jerry snowman's land,it s time to chase that holiday spirit with tom and jerry  with magic in the air  jerry and his nephew  tuffy  make a snow mouse that miraculously comes to life  to keep their new friend  larry the snow mouse from melting  tuffy and jerry must race him to the fabled snowman s village  in hot pursuit  tom and devious dr  doublevay have their own plans for larry s magic ,74.0,  family    comedy    animation    adventure  ,"['time', 'chase', 'holiday', 'spirit', 'tom', 'jerri', 'magic', 'air', 'jerri', 'nephew', 'tuffi', 'make', 'snow', 'mous', 'miracul', 'come', 'life', 'keep', 'new', 'friend', 'larri', 'snow', 'mous', 'melt', 'tuffi', 'jerri', 'must', 'race', 'fabl', 'snowman', 'villag', 'hot', 'pursuit', 'tom', 'deviou', 'dr', 'doublevay', 'plan', 'larri', 'magic']"
